Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
STRATHAM,"JOYCE L
CHARBONNEAU","10 BUNKER HILL AVE
STRATHAM 03885",772-4741,775-0517,strathamtctc@comcast.net,www.strathamnh.gov,"Stratham Municipal Center
10 Bunker Hill Ave Stratham
03885",8:00 AM - 8:00 PM
SUGAR HILL,"LISSA MACK
BOISSONNEAULT","PO BOX 574 SUGAR HILL
03586",823-8516,823-8446,townclerk@sugarhillnh.org,www.sugarhillnh.org,"Carolina Crapo Building
1411 Route 117 Sugar Hill
03586",11:00 AM - 7:00 PM
SULLIVAN,MARY M HULL,"PO BOX 110 SULLIVAN
03445",847-3316,847-9154,"sullivantownclerk@myfairpoint.
net",www.ci.sullivan.nh.us,"Sullivan Town Hall
452 Centre St Sullivan 03445",8:00 AM - 7:00 PM
SUNAPEE,"BETTY H
RAMSPOTT","PO BOX 303 SUNAPEE
03782",763-2449,763-4608,betty@town.sunapee.nh.us,www.town.sunapee.nh.us,"Sherburne Gymnasium
561 Route 11 Sunapee 03782",8:00 AM - 7:00 PM
SURRY,"DARLENE ALICE
CLARK MRS.","1 VILLAGE ROAD SURRY
03431",352-3075,357-4890,surrytown@hotmail.com,www.townofsurry.org,"Surry Town Hall
1 Village Rd Surry 03431",11:00 AM - 7:00 PM
SUTTON,LINDA FORD,"PO BOX 487 N SUTTON
03260",927-4575,927-4631,suttontctc@yahoo.com,www.sutton-nh.gov,"Sutton Town Hall
93 Main St Sutton 03221",8:00 AM - 7:00 PM
SWANZEY,DONNA MUNSON,"PO BOX 10009 SWANZEY
03446",352-7411,352-6250,"dmunson@town.swanzey.nh.
us",www.town.swanzey.nh.us,"Christian Life Fellowship
Church
211 Whitcomb Rd Swanzey
03446",8:00 AM - 7:00 PM
TAMWORTH,"KIM NOYES
TRAMMELL","84 MAIN STREET
TAMWORTH 03886",323-7971,323-2347,tctx@tamworthnh.org,www.tamworthnh.org,"Tamworth Town House
27 Cleveland Hill Rd Tamworth
03886",8:00 AM - 7:00 PM
TEMPLE,WENDY DROUIN,"423 NH RT 45 TEMPLE
03084",878-3873,,templeclerk@comcast.net,http://templenh.org,"Temple Town Hall
19 Main St Temple 03084",8:00 AM - 7:00 PM
THORNTON,LOUIS E KLOTZ,"16 MERRILL ACCESS RD.
THORNTON 03285",726-4232,726-2078,tc_tx@thorntonnh.org,http://www.thorntonnh.org,"Thornton Town Office Building
16 Merrill Access Rd Thornton
03285",8:00 AM - 7:00 PM
TILTON,CINDY REINARTZ,"257 MAIN ST TILTON
03276",286-4425,286-3519,tctc@tiltonnh.org,www.tiltonnh.org,"Winnisquam Middle School
Gymnasium
76 Winter St Tilton 03276",8:00 AM - 7:00 PM
TROY,MARCY R JOHNSON,PO BOX 249 TROY 03465,242-3845,242-3430,taxcollector@troy-nh.us,,"Troy Elementary School
44 School St Troy 03465",8:00AM - 7:00PM
TUFTONBORO,"HEATHER K
CUBEDDU","PO BOX 98 CTR
TUFTONBORO 03816",569-4539,569-4328,townclerk@tuftonboro.org,www.tuftonboro.org,"Tuftonboro Town House
247 Middle Rd Tuftonboro
03816",8:00 AM - 7:00 PM
UNITY,ROSEMARY HEINO,"13 CENTER ROAD UNITY
03603",542-9665,542-9736,unity@surfglobal.net,,"Town Hall
896 2Nd Nh Tpke Unity 03603",8:00 AM - 7:00 PM
WAKEFIELD,MONIQUE WOOD,"2 HIGH ST SANBORNVILLE
03872",522-6205,522-6794,townclerk@wakefieldnh.com,www.wakefieldnh.com,"Paul School
60 Taylor Way Wakefield
03872",8:00 AM - 7:00 PM
