Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
ACWORTH,"CHARLOTTE
COMEAU","PO BOX 37 ACWORTH
03601",835-6879,835-7901,atclerk@sover.net,www.acworth.cc,"Acworth Town Hall
13 Town Hall Rd Acworth
03601",10:00 AM - 7:00 PM
ALBANY,KATHY VIZARD,"1972 NH ROUTE 16
ALBANY 03818",447-2877,452-5633,townclerk@albanynh.org,www.albanynh.org,"Albany Town Hall
1972 Route 16 Albany 03818",8:00 AM - 7:00 PM
ALEXANDRIA,BARBARA M EMERY,"47 WASHBURN ROAD
ALEXANDRIA 03222",744-3288,744-8577,alextctxcoll@metrocast.net,www.alexandrianh.com,"Old Town Hall
45 Washburn Rd Alexandria
03222",8:00 AM - 7:00 PM
ALLENSTOWN,DIANE M DEMERS,"16 SCHOOL STREET
ALLENSTOWN 03275",485-4276,485-8669,ddemers@allenstown.org,www.allenstown.org,"St Jean The Baptist Parish
Hall
10 School St Allenstown
03275",8:00 AM - 7:00 PM
ALSTEAD,GLORIA SEDDON,"PO BOX 65 ALSTEAD
03602",835-2242,835-2178,"alsteadtownclerk@comcast.
net",www.alsteadnh.org,"Town Hall
9 Main St Alstead 03602",8:00 AM - 7:00 PM
ALTON,LISA NOYES,PO BOX 637 ALTON 03809,875-2101,875-2171,townclerk@alton.nh.gov,www.alton.nh.gov,"Prospect Mtn. High School
242 Suncook Valley Rd Alton
03809",7:00 AM - 7:00 PM
AMHERST,NANCY A DEMERS,"PO BOX 960 AMHERST
03031",673-6041,673-4138,ndemers@amherstnh.gov,www.amherstnh.gov,"Souhegan High School
412 Boston Post Rd Amherst
03031",6:00 AM - 8:00 PM
ANDOVER,MARJORIE ROY,"PO BOX 61 ANDOVER
03216",735-5332,735-6975,tctc@townofandover.org,,"Andover Elementary Middle
School
20 School St Andover 03216",8:00 AM - 7:00 PM
ANTRIM,DONNA HANSON,"66 MAIN STREET ANTRIM
03440",588-6785,588-2969,antrimatc@tds.net,www.antrimnh.org,"Antrim Town Hall
66 Main St Antrim 03440",8:00 AM - 7:00 PM
ASHLAND,PATRICIA TUCKER,"PO BOX 517 ASHLAND
03217",968-4432,968-3776,ptucker@ashland.nh.gov,www.ashland.nh.gov,"Ashland School Gymnasium
27 Highland St Ashland 03217",8:00 AM - 7:00 PM
ATKINSON,ROSE M CAVALEAR,"21 ACADEMY AVE
ATKINSON 03811",362-4920,362-5305,rcavalear@atkinson-nh.gov,www.town-atkinsonnh.com,"Atkinson Community Center
4 Main St Atkinson 03811",7:00 AM - 8:00 PM
AUBURN,"JOANNE TUCKER
LINXWEILER","47 CHESTER RD AUBURN
03032",483-2281,483-0518,"townclerk@townofauburnnh.
com",www.auburnnh.us,"Auburn Village School
11 Eaton Hill Rd Auburn 03032",7:00 AM - 7:00 PM
BARNSTEAD,"CYNTHIA L
TREADWELL","PO BOX 11 CTR
BARNSTEAD 03225",269-4631,269-4072,ctreadwell@barnstead.org,www.barnstead.org,"Barnstead Town Hall
108 S Barnstead Rd
Barnstead 03225",7:00 AM - 7:00 PM
BARRINGTON,KIM KEREKES,"333 CALEF HIGHWAY
BARRINGTON 03825",664-5476,664-0177,townclrk@metrocast.net,www.barrington.nh.gov,"Barrington Middle School
51 Haley Dr Barrington 03825",8:00 AM - 7:00 PM
BARTLETT,LESLIE MALLETT,"56 TOWN HALL ROAD
INTERVALE 03845",356-2300,356-2300,"bartletttownclerk@roadrunner.
com",www.bartlettnh.org,"Bartlett Town Hall
56 Town Hall Rd Bartlett
03845",8:00 AM - 7:00 PM
BATH,PATRICIA M WOODS,PO BOX 88 BATH 03740,747-2454,747-0497,bathnh@roadrunner.com,,"Bath Village School
61 Lisbon Rd Bath 03740",8:00 AM - 7:00 PM
