Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
NASHUA WARD 03,PAUL BERGERON,"229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 03 - Amherst Street
School
71 Amherst St Nashua 03064",6:00 AM - 8:00 PM
NASHUA WARD 04,PAUL BERGERON,"229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 04 - Ledge Street
Elementary School
139 Ledge St Nashua 03060",6:00 AM - 8:00 PM
NASHUA WARD 05,PAUL BERGERON,"229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 05 - Main Dunstable
Elementary School
20 Whitford Rd Nashua 03062",6:00 AM - 8:00 PM
NASHUA WARD 06,PAUL BERGERON,"229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 06 - Fairgrounds
Middle School
27 Cleveland St Nashua
03060",6:00 AM - 8:00 PM
NASHUA WARD 07,PAUL BERGERON,"229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 07 - Dr. Normand Crisp
Elementary School
50 Arlington St Nashua 03060",6:00 AM - 8:00 PM
NASHUA WARD 08,PAUL BERGERON,"229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 08 - Bicentennial
Elementary School
296 East Dunstable Rd
Nashua 03062",6:00 AM - 8:00 PM
NASHUA WARD 09,PAUL BERGERON,"229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 09 - New Searles
Elementary School
39 Shady Ln Nashua 03062",6:00 AM - 8:00 PM
NELSON,THERESA UPTON,"7 NELSON COMMON RD
NELSON 03457",847-9043,847-3197,townclerk@townofnelson.com,www.townofnelson.com,"Nelson Town Hall
7 Nelson Common Rd Nelson
03457",8:00 AM - 7:00 PM
NEW BOSTON,IRENE C BAUDREAU,"P O BOX 250 NEW
BOSTON 03070",487-2500,487-2975,i.baudreau@newbostonnh.gov,www.newbostonnh.gov,"New Boston Central
Elementary School
15 Central School Rd New
Boston 03070",7:00 AM - 7:00 PM
NEW CASTLE,"PRISCILLA
HODGKINS","PO BOX 367 NEW CASTLE
03854",431-6710,433-6198,phnewcastle@yahoo.com,www.newcastlenh.org,"New Castle Recreation Center
301 Wentworth Rd New Castle
03854",9:00 AM - 7:00 PM
NEW DURHAM,CAROLE M INGHAM,"PO BOX 207 NEW
DURHAM 03855",859-2091,859-6644,ndclerk@metrocast.net,www.newdurhamnh.us,"New Durham School
7 Old Bay Rd New Durham
03855",8:00 AM - 7:00 PM
NEW HAMPTON,CYNTHIA M TORSEY,"PO BOX 538 NEW
HAMPTON 03256",744-8454,744-0671,ctorsey@new-hampton.nh.us,www.new-hampton.nh.us,"New Hampton Town House
86 Town House Rd New
Hampton 03256",8:00 AM - 7:00 PM
