Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
CONCORD WARD 07,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 07 - West Street Ward
House
41 West St Concord 03301",7:00 AM - 7:00 PM
CONCORD WARD 08,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 08 - Bektash Temple
189 Pembroke Rd Concord
03301",7:00 AM - 7:00 PM
CONCORD WARD 09,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 09 - Havenwood
33 Christian Ave Concord
03301",7:00 AM - 7:00 PM
CONCORD WARD 10,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 10 - Broken Ground
School
123 Portsmouth St Concord
03301",7:00 AM - 7:00 PM
CONWAY,RHODA A QUINT,"1634 EAST MAIN STREET
CENTER CONWAY 03813",447-3811,447-1348,rquint@conwaynh.org,www.conwaynh.org,"Kennett High School
409 Eagle's Way Conway
03860",8:00 AM - 7:00 PM
CORNISH,PAULA HARTHAN,"448 TOWN HOUSE ROAD
CORNISH 03746",675-5207,675-5605,"cornishtownclerk@comcast.
net",www.cornishnh.net,"Cornish Elementary School
994 Town House Rd Cornish
03745",8:00 AM - 7:00 PM
CROYDON,CHARLEEN LITTLE,"879 NH RTE 10 CROYDON
03773",863-7830,863-2601,croydon@myfairpoint.net,,"Croydon Town Hall
879 Nh Route 10 Croydon
03773",8:00 AM - 7:00 PM
DALTON,SANDRA YORK,"756 DALTON ROAD
DALTON 03598",837-2092,873-9642,town.clerk@townofdalton.com,http://www.townofdalton.com/,"Dalton Municipal Building
756 Dalton Rd Dalton 03598",8:00 AM - 7:00 PM
DANBURY,AMANDA J VEZINA,"23 HIGH ST DANBURY
03230",768-5448,768-5448,danburyclerk@comcast.net,www.townofdanburynh.com,"Danbury Town Hall
23 High St Danbury 03230",8:00 AM - 7:00 PM
DANVILLE,CHRISTINE TRACY,"210 MAIN STREET
DANVILLE 03819",382-8253,382-3363,townclerk@townofdanville.org,www.townofdanville.org,"Danville Fire Association Hall
169 Main St Danville 03819",8:00 AM - 8:00 PM
DEERFIELD,KEVIN BARRY,"PO BOX 159 DEERFIELD
03037",463-8811,463-2820,twn@townofdeerfieldnh.com,www.townofdeerfieldnh.com,"Deerfield Town Hall
10 Church St Deerfield 03037",7:00 AM - 7:00 PM
DEERING,NANCY ANN COWAN,"762 DEERING CENTER
ROAD DEERING 03244",464-3224,464-3804,deeringtownclerk@tds.net,www.deering.nh.us,"Deering Town Hall
762 Deering Center Rd
Deering 03244",8:00 AM - 7:00 PM
DERRY WARD 01,DENISE E NEALE,"14 MANNING STREET
DERRY 03038",432-6105,432-8176,townclerk@ci.derry.nh.us,www.derry-nh.org,"WARD 01 - Pinkerton
Academy Dist #1
5 Pinkerton Academy St Derry
03038",7:00 AM - 8:00 PM
DERRY WARD 02,DENISE E NEALE,"14 MANNING STREET
DERRY 03038",432-6105,432-8176,townclerk@ci.derry.nh.us,www.derry-nh.org,"WARD 02 - Calvary Bible
School #2
145 Hampstead Rd Derry
03038",7:00 AM - 8:00 PM
