Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
DERRY WARD 03,DENISE E NEALE,"14 MANNING STREET
DERRY 03038",432-6105,432-8176,townclerk@ci.derry.nh.us,www.derry-nh.org,"WARD 03 - Pinkerton
Academy Dist #3
5 Pinkerton Academy Sts
Derry 03038",7:00 AM - 8:00 PM
DERRY WARD 04,DENISE E NEALE,"14 MANNING STREET
DERRY 03038",432-6105,432-8176,townclerk@ci.derry.nh.us,www.derry-nh.org,"WARD 04 - Gilbert H Hood
Middle School Dist #4
5 Hood Rd Derry 03038",7:00 AM - 8:00 PM
DIXVILLE,"RICHARD CHARLES
ERWIN","580 ROUTE 117 SUGAR
HILL 03586",723-8256,255-4221,dixvilleclerk@gmail.com,,"Wilderness Ski Lodge
10 Wilderness Rd Dixville
03576",12:00 AM - 12:05 AM
DORCHESTER,BRENDA HOWE,"1086 N DORCHESTER
ROAD DORCHESTER
03266",786-9476,786-9476,brenhowe@wildblue.net,www.townofdorchester.net,"Dorchester Town House
24 Town House Rd Dorchester
03266",11:00 AM - 7:00 PM
DOVER WARD 01,KAREN LAVERTU,"288 CENTRAL AVE DOVER
03820",516-6020,516-6666,k.lavertu@dover.nh.gov,www.ci.dover.nh.us,"WARD 01 - Saint Mary's
Church Hall
21 Chestnut St Dover 03820",8:00 AM - 7:00 PM
DOVER WARD 02,KAREN LAVERTU,"288 CENTRAL AVE DOVER
03820",516-6020,516-6666,k.lavertu@dover.nh.gov,www.ci.dover.nh.us,"WARD 02 - First Parish
Congregational Church
218 Central Ave Dover 03820",8:00 AM - 7:00 PM
DOVER WARD 03,KAREN LAVERTU,"288 CENTRAL AVE DOVER
03820",516-6020,516-6666,k.lavertu@dover.nh.gov,www.ci.dover.nh.us,"WARD 03 - Langdon Place
60 Middle Rd Dover 03820",8:00 AM - 7:00 PM
DOVER WARD 04,KAREN LAVERTU,"288 CENTRAL AVE DOVER
03820",516-6020,516-6666,k.lavertu@dover.nh.gov,www.ci.dover.nh.us,"WARD 04 - Elks Lodge
282 Durham Rd Dover 03820",8:00 AM - 7:00 PM
DOVER WARD 05,KAREN LAVERTU,"288 CENTRAL AVE DOVER
03820",516-6020,516-6666,k.lavertu@dover.nh.gov,www.ci.dover.nh.us,"WARD 05 - Saint John's
Methodist Church
28 Cataract Ave Dover 03820",8:00 AM - 7:00 PM
DOVER WARD 06,KAREN LAVERTU,"288 CENTRAL AVE DOVER
03820",516-6020,516-6666,k.lavertu@dover.nh.gov,www.ci.dover.nh.us,"WARD 06 - Riverside Rest
Home
276 County Farm Rd Dover
03820",8:00 AM - 7:00 PM
DUBLIN,"JEANNINE ROBIN
DUNNE",PO BOX 62 DUBLIN 03444,563-8859,563-9221,townclerk@townofdublin.org,www.townofdublin.org,"Dublin Town Hall
1120 Main St Dublin 03444",8:00 AM - 7:00 PM
DUMMER,MARIANN LETARTE,"75 HILL ROAD DUMMER
03588",449-2006,449-2930,townofdummer@gmail.com,,"Dummer Town Hall
75 Hill Rd Dummer 03588",11:00 AM - 7:00 PM
DUNBARTON,LINDA L PETERS,"1011 SCHOOL STREET
DUNBARTON 03046",774-3547,774-5541,townclerk@dunbartonnh.org,http://dunbartonnh.org,"Dunbarton Community Center
20 Robert Rogers Rd
Dunbarton 03046",8:00 AM - 7:00 PM
DURHAM,LORRIE PITT,"15 NEWMARKET ROAD
DURHAM 03824",868-5577,868-8033,lpitt@ci.durham.nh.us,http://www.ci.durham.nh.us,"Oyster River High School
55 Coe Dr Durham 03824",7:00 AM - 7:00 PM
