Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
NEWTON,"MARY JO
MCCULLOUGH","PO BOX 375 NEWTON
03858",382-4096,382-2596,"townclerktaxcollector@newton
nh.net",www.newton-nh.gov,"Newton Town Hall
2 Town Hall Rd Newton 03858",8:00 AM - 8:00 PM
NORTH HAMPTON,"SUSAN M
BUCHANAN","237 ATLANTIC AVENUE
NORTH HAMPTON 03862",964-6029,964-2906,"sbuchanan@northhampton-nh
.gov",www.northhampton-nh.gov,"North Hampton Town Hall
231 Atlantic Ave North
Hampton 03862",8:00 AM - 7:00 PM
NORTHFIELD,CINDY L CAVENEY,"21 SUMMER STREET
NORTHFIELD 03276",286-4482,286-3328,ccaveney@northfieldnh.org,www.northfieldnh.org,"Pines Community Center
61 Summer St Northfield
03276",8:00 AM - 7:00 PM
NORTHUMBERLAND,"MELINDA A
KENNETT","19 MAIN STREET
GROVETON 03582",636-1451,636-6098,"northumberlandtownclerk@ya
hoo.com",www.northumberlandnh.org,"Northumberland Town Hall
10 Station Square St
Northumberland 03582",8:00 AM - 7:00 PM
NORTHWOOD,JUDY PEASE,"818 FIRST NH TPKE
NORTHWOOD 03261",942-5586,942-9107,jpease@northwoodnh.org,www.northwoodnh.org,"St. Joseph's Parish Hall
844 1St Nh Tpke Northwood
03261",7:00 AM - 7:00 PM
NOTTINGHAM,"SANDRA W
WESTON","PO BOX 114
NOTTINGHAM 03290",679-9598,679-9598,sweston@nottingham-nh.gov,www.nottingham-nh.gov,"Community Center
139 Stage Rd Nottingham
03290",8:00 AM - 7:00 PM
ORANGE,SOPHIE SEACE,"PO BOX 37 CANAAN
03741",523-4467,523-7054,"orangetownclerk@myfairpoint.
net",www.orangenh.us,"Orange Town House
8 Townhouse Rd Orange
03741",11:00 AM - 7:00 PM
ORFORD,"DEBORAH M
HADLOCK","2529 ROUTE 25A ORFORD
03777",353-4404,353-4489,townclerk@orfordnh.us,www.orfordnh.us,"Rivendell School
1 School Dr Orford 03777",7:00 AM - 7:00 PM
OSSIPEE,KELLIE J SKEHAN,"PO BOX 67 CTR OSSIPEE
03814",539-2008,539-2856,ossipeetctc@gmail.com,www.ossipee.org,"Ossipee Town Hall
55 Main St Ossipee 03814",8:00 AM - 7:00 PM
PELHAM,"DOROTHY ANN
MARSDEN","6 VILLAGE GREEN
PELHAM 03076",508-3076,508-3096,townclerk@pelhamweb.com,www.pelhamweb.com,"Pelham High School
85 Marsh Rd Pelham 03076",7:00 AM - 8:00 PM
PEMBROKE,JAMES F GOFF,"311 PEMBROKE STREET
PEMBROKE 03275",485-4747,485-3967,jgoff@pembroke-nh.com,www.pembroke-nh.com,"Pembroke Three Rivers
School
243 Academy Rd Pembroke
03275",7:00 AM - 7:00 PM
PETERBOROUGH,LINDA M GUYETTE,"1 GROVE ST
PETERBOROUGH 03458",924-8000,924-8001,"lguyette@townofpeterborough.
us",www.townofpeterborough.com,"Peterborough Town House
1 Grove St Peterborough
03458",7:00 AM - 7:00 PM
PIERMONT,"BERNADETTE
RATEL","PO BOX 27 PIERMONT
03779",272-4840,272-4947,"piermont.town.clerk@gmail.
com",www.townofpiermontnh.org,"Old Church Building
129 Route 10 Piermont 03779",10:00 AM - 7:00 PM
PINKHAM'S GRANT,CAROL T PORTER,"20 PARK STREET
GORHAM 03581",466-2744,466-3100,cporter@gorhamnh.org,www.gorhamnh.org,"Gorham Town Hall
20 Park St Pinkham's Grant
03581",8:00 AM - 7:00 PM
PITTSBURG,"MARISE CLAIRE
BURNS","1526 MAIN STREET
PITTSBURG 03592",538-6699,538-6697,pittsburg1 nh@gmail.com,www.pittsburg-nh.com,"Pittsburg School
12 School St Pittsburg 03592",11:00 AM - 7:00 PM
