Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
WENTWORTH,"GEORGE A
MORRILL","P.O. BOX 2 WENTWORTH
03282",764-5244,764-9362,townclerk@wentworth-nh.org,www.wentworth-nh.org,"Wentworth Elementary School
1247 Mount Moosilauke Hwy
Wentworth 03282",8:00 AM - 7:00 PM
"WENTWORTH'S
LOCATION",YVETTE BILODEAU,PO BOX 100 ERROL 03579,482-3351,237-5069,erroltownclerk@gmail.com,none available,"Errol Town Hall
33 Main St Wentworth's
Location 03579",8:00 AM - 7:00 PM
WESTMORELAND,CINDI H ADLER,"PO BOX 111
WESTMORELAND 03467",399-7211,399-7211,cadlertownclerk@gmail.com,www.westmorelandnh.com,"Westmoreland Town Hall
780 Route 63 Westmoreland
03467",8:00 AM - 7:00 PM
WHITEFIELD,TINA L WRIGHT,"38 KINGS SQUARE
WHITEFIELD 03598",837-9871,837-3148,whitefieldtownclerk@ne.rr.com,www.whitefieldnh.org,"Cd Mcintyre Auditorium
16 Highland St Whitefield
03598",8:00 AM - 7:00 PM
WILMOT,"RHONDA LEE
GAUTHIER",PO BOX 94 WILMOT 03287,526-9639,526-4067,townofwilmot_tc@comcast.net,www.wilmotnh.org,"Wilmot Town Hall
9 North Wilmot Rd Wilmot
03287",8:00 AM - 7:00 PM
WILTON,JANE FARRELL,PO BOX 83 WILTON 03086,654-9451,654-6663,jfarrellf@wiltonnh.org,www.ci.wilton.nh.us,"Wilton Town Hall
42 Main St Wilton 03086",8:00 AM - 7:00 PM
WINCHESTER,"JAMES M
TETREAULT","PO BOX 512
WINCHESTER 03470",239-6233,239-4146,jtetreault@winchester.nh.gov,www.winchester-nh.gov,"Town Hall
1 Richmond Rd Winchester
03470",8:00 AM - 7:00 PM
WINDHAM,NICOLE L BOTTAI,"3 NORTH LOWELL ROAD
WINDHAM 03087",434-5075,425-6582,"nbottai@windhamnewhampshi
re.com","www.windhamnewhampshire.
com","Windham High School
64 London Bridge Rd
Windham 03087",7:00 AM - 8:00 PM
WINDSOR,GLORIA J. LANDRY,"14 WHITE POND ROAD
WINDSOR 03244",478-3292,478-3293,"windsor.nhtownclerk@gsinet.
net",windsornh.org,"Windsor Town Hall
14 White Pond Rd Windsor
03244",11:00 AM - 7:00 PM
WOLFEBORO,"PATRICIA M
WATERMAN","PO BOX 1207
WOLFEBORO 03894",569-5328,569-8184,townclerk@wolfeboronh.us,www.wolfeboronh.us,"All Saints Church
258 S Main St Wolfeboro
03894",8:00 AM - 7:00 PM
WOODSTOCK,JUDY LYNN WELCH,"PO BOX 156 N
WOODSTOCK 03262",745-8752,745-2393,townclerk@woodstocknh.org,www.woodstocknh.org,"Woodstock Town Hall
924 Daniel Webster Hwy
Woodstock 03262",8:00 AM - 7:00 PM
