Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
PITTSFIELD,ERICA B ANTHONY,"PO BOX 98 PITTSFIELD
03263",435-6773,435-7922,pittsfieldtc@metrocast.net,www.pittsfield-nh.com,"Pittsfield Town Hall
85 Main St Pittsfield 03263",7:00 AM - 7:00 PM
PLAINFIELD,MICHELLE MARSH,"PO BOX 380 MERIDEN
03770",469-3201,469-3642,mmarsh@plainfieldnh.org,www.plainfieldnh.org,"Plainfield Elementary School
92 Bonner Rd Plainfield 03770",8:00 AM - 7:00 PM
PLAISTOW,"MARYELLEN
PELLETIER","145 MAIN STREET
PLAISTOW 03865",382-8129,382-0006,mpelletier@plaistow.com,www.plaistow.com,"Pollard School Gym
120 Main St Plaistow 03865",7:00 AM - 8:00 PM
PLYMOUTH,KAREN FREITAS,"6 POST OFFICE SQ.
PLYMOUTH 03264",536-1732,536-0036,townclerk@plymouth-nh.org,www.plymouth-nh.org,"Plymouth Elementary School
43 Old Ward Bridge Rd
Plymouth 03264",8:00 AM - 7:00 PM
"PORTSMOUTH
WARD 01",KELLI L BARNABY,"1 JUNKINS AVENUE
PORTSMOUTH 03801",610-7207,427-1579,"klbarnaby@cityofportsmouth.
com",www.cityofportsmouth.com,"WARD 01 - New Franklin
School
1 Franklin Dr Portsmouth
03801",8:00 AM - 7:00 PM
"PORTSMOUTH
WARD 02",KELLI L BARNABY,"1 JUNKINS AVENUE
PORTSMOUTH 03801",610-7207,427-1579,"klbarnaby@cityofportsmouth.
com",www.cityofportsmouth.com,"WARD 02 - Middle School
155 Parrott Ave Portsmouth
03801",8:00 AM - 7:00 PM
"PORTSMOUTH
WARD 03",KELLI L BARNABY,"1 JUNKINS AVENUE
PORTSMOUTH 03801",610-7207,427-1579,"klbarnaby@cityofportsmouth.
com",www.cityofportsmouth.com,"WARD 03 - Robert J. Lister
Academy
35 Sherburne Rd Portsmouth
03801",8:00 AM - 7:00 PM
"PORTSMOUTH
WARD 04",KELLI L BARNABY,"1 JUNKINS AVENUE
PORTSMOUTH 03801",610-7207,427-1579,"klbarnaby@cityofportsmouth.
com",www.cityofportsmouth.com,"WARD 04 - Dondero School
32 Van Buren Ave Portsmouth
03801",8:00 AM - 7:00 PM
"PORTSMOUTH
WARD 05",KELLI L BARNABY,"1 JUNKINS AVENUE
PORTSMOUTH 03801",610-7207,427-1579,"klbarnaby@cityofportsmouth.
com",www.cityofportsmouth.com,"WARD 05 - Little Harbour
School
50 Clough Dr Portsmouth
03801",8:00 AM - 7:00 PM
RANDOLPH,ANNE KENISON,"130 DURAND ROAD
RANDOLPH 03593",466-5771,466-9856,townclerk@randolph.nh.gov,www.randolph.nh.gov,"Randolph Town Hall
130 Durand Rd Randolph
03593",11:00 AM - 7:00 PM
RAYMOND,SHARON E WALLS,"4 EPPING STREET
RAYMOND 03077",895-4735,895-0903,swalls@raymondnh.gov,www.raymondnh.gov,"Iber Holmes Gove Middle
School
1 Stephen K Batchelder Pkwy
Raymond 03077",7:00 AM - 7:00 PM
RICHMOND,"ANNETTE NAOMI
TOKUNAGA","105 OLD HOMESTEAD
HWY RICHMOND 03470",239-6202,239-4615,"richmondtownclerk@yahoo.
com",www.richmond.nh.gov,"Veterans Memorial Hall
150 Old Homestead Hwy
Richmond 03470",8:00 AM - 7:00 PM
RINDGE,"NANCY A. S.
MARTIN","30 PAYSON HILL RD
RINDGE 03461",899-5181,899-2108,townclerk@town.rindge.nh.us,www.rindgenh.org,"Rindge Memorial School
58 School St Rindge 03461",7:00 AM - 7:00 PM
"ROCHESTER WARD
01","KELLY ANNE
WALTERS","31 WAKEFIELD ST
ROCHESTER 03867",332-2130,509-1915,kelly.walters@rochesternh.net,www.rochesternh.net,"WARD 01 - Vfw Post 1772
43 Highland St Rochester
03868",8:00 AM - 7:00 PM
