Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
JEFFERSON,OPAL L BRONSON,84 STAG HOLLOW RD,586-4553,586-4553,jeffersontownclerk@live.com,www.jeffersonnh.org,"Jefferson Town Hall
698 Presidential Hwy Jefferson
03583",8:00 AM - 7:00 PM
KEENE WARD 01,PATRICIA LITTLE,"3 WASHINGTON STREET
KEENE 03431",352-0133,283-5653,plittle@ci.keene.nh.us,www.ci.keene.nh.us,"WARD 01 - Michael E.J.
Blastos Community Room
400 Marlboro St Keene 03431",8:00 AM - 7:00 PM
KEENE WARD 02,PATRICIA LITTLE,"3 WASHINGTON STREET
KEENE 03431",352-0133,283-5653,plittle@ci.keene.nh.us,www.ci.keene.nh.us,"WARD 02 - Keene Parks And
Recreation Center
312 Washington St Keene
03431",8:00 AM - 7:00 PM
KEENE WARD 03,PATRICIA LITTLE,"3 WASHINGTON STREET
KEENE 03431",352-0133,283-5653,plittle@ci.keene.nh.us,www.ci.keene.nh.us,"WARD 03 - Keene Middle
School
167 Maple Ave Keene 03431",8:00 AM - 7:00 PM
KEENE WARD 04,PATRICIA LITTLE,"3 WASHINGTON STREET
KEENE 03431",352-0133,283-5653,plittle@ci.keene.nh.us,www.ci.keene.nh.us,"WARD 04 - Symonds School
79 Park Ave Keene 03431",8:00 AM - 7:00 PM
KEENE WARD 05,PATRICIA LITTLE,"3 WASHINGTON STREET
KEENE 03431",352-0133,283-5653,plittle@ci.keene.nh.us,www.ci.keene.nh.us,"WARD 05 - Crossway Church
28 Arch St Keene 03431",8:00 AM - 7:00 PM
KENSINGTON,PAMELA KEHOE,"95 AMESBURY RD
KENSINGTON 03833",772-5423,772-6841,"townclerk@kensingtontown.
com",www.town.kensington.nh.us,"Kensington Elementary School
122 Amesbury Rd Kensington
03833",8:00 AM - 7:30 PM
KINGSTON,"MELISSA JEAN
FOWLER","163 MAIN ST/PO BOX 657
KINGSTON 03848",642-3112,642-3204,tc-tc@kingstonnh.org,www.kingstonnh.org,"Swasey Gym
178 Main St Kingston 03848",8:00 AM - 8:00 PM
LACONIA WARD 01,MARY A REYNOLDS,"PO BOX 489 LACONIA
03247",527-1265,524-1766,voter@city.laconia.nh.us,www.city.laconia.nh.us,"WARD 01 - Belknap County
Nursing Home
30 County Dr Laconia 03246",7:00 AM - 7:00 PM
LACONIA WARD 02,MARY A REYNOLDS,"PO BOX 489 LACONIA
03247",527-1265,524-1766,voter@city.laconia.nh.us,www.city.laconia.nh.us,"WARD 02 - St Andre Besset
Parish Hall
12 Gilford Ave Laconia 03246",7:00 AM - 7:00 PM
LACONIA WARD 03,MARY A REYNOLDS,"PO BOX 489 LACONIA
03247",527-1265,524-1766,voter@city.laconia.nh.us,www.city.laconia.nh.us,"WARD 03 - Laconia Middle
School - Multi-Purpose Room
150 Mcgrath St Laconia 03246",7:00 AM - 7:00 PM
LACONIA WARD 04,MARY A REYNOLDS,"PO BOX 489 LACONIA
03247",527-1265,524-1766,voter@city.laconia.nh.us,www.city.laconia.nh.us,"WARD 04 - New Covenant
Christian Church @ Memorial
Park Clubhouse
31 Lindsay Ct Laconia 03246",7:00 AM - 7:00 PM
LACONIA WARD 05,MARY A REYNOLDS,"PO BOX 489 LACONIA
03247",527-1265,524-1766,voter@city.laconia.nh.us,www.city.laconia.nh.us,"WARD 05 - Woodland Heights
Elementary School
225 Winter St Laconia 03246",7:00 AM - 7:00 PM
LACONIA WARD 06,MARY A REYNOLDS,"PO BOX 489 LACONIA
03247",527-1265,524-1766,voter@city.laconia.nh.us,www.city.laconia.nh.us,"WARD 06 - Leavitt Park
Clubhouse
334 Elm St Laconia 03246",7:00 AM - 7:00 PM
