Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
"MANCHESTER
WARD 08","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 08 - Memorial High
School
1 Crusader Way Manchester
03103",6:00 AM - 7:00 PM
"MANCHESTER
WARD 09","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 09 - Bishop Leo E.
O'neil Youth Center
30 S Elm St Manchester
03103",6:00 AM - 7:00 PM
"MANCHESTER
WARD 10","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 10 - Parker Varney
School
223 James A Pollock Dr
Manchester 03102",6:00 AM - 7:00 PM
"MANCHESTER
WARD 11","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 11 - Gossler School
99 Sullivan St Manchester
03102",6:00 AM - 7:00 PM
"MANCHESTER
WARD 12","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 12 - Northwest
Elementary School
300 Youville St Manchester
03102",6:00 AM - 7:00 PM
MARLBOROUGH,ELLEN J ORKINS,"PO BOX 487
MARLBOROUGH 03455",876-4529,876-4703,townclerk@marlboroughnh.org,www.marlboroughnh.org,"Marlborough Community
House
160 Main St Marlborough
03455",8:00 AM - 7:00 PM
MARLOW,MARY AVERY,"167 NH RT 123 MARLOW
03456",446-2245,446-8306,marlowclerk@myfairpoint.net,www.marlownh.gov,"John D. Perkins School
919 Nh Rt 10 Marlow 03456",8:00 AM - 7:00 PM
MASON,"DEBRA A
MORRISON","16 DARLING HILL RD
MASON 03048",878-3768,878-4892,masontownclerk@gmail.com,www.masonnh.us,"Mason Town Hall
7 Meetinghouse Hill Rd Mason
03048",11:00 AM - 7:00 PM
MEREDITH,KERRI ANN PARKER,"41 MAIN STREET
MEREDITH 03253",677-4203,279-1042,kparker@meredithnh.org,www.meredithnh.org,"Meredith Community Center
1 Circle Dr Meredith 03253",7:00 AM - 7:00 PM
"MERRIMACK WARD
01",DIANE TRIPPETT,"6 BABOOSIC LAKE ROAD
MERRIMACK 03054",424-3651,423-8539,dtrippett@merrimacknh.gov,www.merrimacknh.gov,"WARD 01 - Merrimack High
School
38 Mcelwain St Merrimack
03054",7:00 AM - 7:00 PM
MIDDLETON,"DEBORAH L
O'TOOLE","182 KINGS HIGHWAY
582582MIDDLETON 03887",473-5210,473-2450,tctx@middletonnh.gov,www.middletonnh.gov,"Middleton Old Town Hall
200 Kings Hwy Middleton
03887",8:00 AM - 7:00 PM
MILAN,"CYNTHIA S
WOODWARD",PO BOX 158 MILAN 03588,449-3461,449-2624,milantc@netzero.net,www.townofmilan.org,"Milan Village School Gym
11 Bridge St Milan 03588",8:00 AM - 7:00 PM
MILFORD,"MARGARET
LANGELL","1 UNION SQUARE
MILFORD 03055",249-0650,673-2273,plangell@milford.nh.gov,http://www.milford.nh.gov/,"Milford Middle School
33 Osgood Rd Milford 03055",6:00 AM - 8:00 PM
