Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
GREEN'S GRANT,CAROL T PORTER,"20 PARK STREET
GORHAM 03581",466-2744,466-3100,cporter@gorhamnh.org,gorhamnh.org,"Gorham Town Hall
20 Park St Green's Grant
03581",8:00 AM - 7:00 PM
GREENVILLE,"KATHERINE
VALLIERE","PO BOX 354 GREENVILLE
03048",878-4155,878-4951,clerk-collector@comcast.net,www.greenvillenh.org,"Greenville Elementary School
16 Adams St Greenville 03048",8:00 AM - 7:00 PM
GROTON,LAURA J HAUSER,"754 NORTH GROTON
ROAD GROTON 03241",744-8849,744-8803,townclerk@grotonnh.org,grotonnh.org,"Groton Town House
754 N Groton Rd Groton
03241",8:00 AM - 7:00 PM
HAMPSTEAD,PATRICIA CURRAN,"PO BOX 298 HAMPSTEAD
03841",329-4100,329-7174,townclerk@hampsteadnh.us,www.hampsteadnh.us,"Hampstead Middle School
28 School St Hampstead
03841",8:00 AM - 8:00 PM
HAMPTON,JANE M CYPHER,"100 WINNACUNNET ROAD
HAMPTON 03842",926-0406,929-5917,jcypher@town.hampton.nh.us,www.hamptonnh.gov,"Marston School
4 Marston Way Hampton",7:00 AM - 8:00 PM
HAMPTON FALLS,HOLLY E KNOWLES,"1 DRINKWATER ROAD
HAMPTON FALLS 03844",926-4618,926-1848,townclerk@hamptonfalls.org,www.hamptonfalls.org,"Hampton Falls Town Office
1 Drinkwater Rd Hampton
Falls 03844",8:00 AM - 8:00 PM
HANCOCK,"JOAN CAROL
JOSEPH","PO BOX 6 HANCOCK
03449",525-4441,525-4427,clerk@hancocknh.org,www.hancocknh.org,"Hancock Town Office
50 Main St Hancock 03449",8:00 AM - 7:00 PM
HANOVER,"ELIZABETH A
MCCLAIN","PO BOX 483 HANOVER
03755",640-3203,643-1720,betsy.mcclain@hanovernh.org,www.hanovernh.org,"Hanover High School Gym
41 Lebanon St Hanover 03755",7:00 AM - 7:00 PM
HARRISVILLE,DONNA G STONE,"47 PROSPECT ST PO
BOX 284 HARRISVILLE
03450",827-5546,827-2917,"townclerkdonna@myfairpoint.
net",www.harrisvillenh.org,"Town Office Building
705 Chesham Rd Harrisville
03450",8:00 AM - 7:00 PM
HART'S LOCATION,"EDWARD BUTLER -
DEPUTY","PO BOX 540 HARTS
LOCATION 03812",374-2436,,board@hartslocation.com,,"Town Hall
979 Route 302 Hart's Location
03812",12:00 AM - 12:15 AM
HAVERHILL,"CHRISTINA C
HEBERT","2975 DARTMOUTH
COLLEGE HWY N
HAVERHILL 03774",787-6200,787-2226,townclerk@haverhill-nh.com,www.haverhill-nh.com,"Town Municipal Building
2975 Dartmouth College Hwy
Haverhill 03774",8:00 AM - 7:00 PM
HEBRON,"TRACEY
STEENBERGEN","PO BOX 55 HEBRON
03241",744-7999,744-9994,clerk@hebronnh.org,http://hebronnh.org,"Community Hall - Basement Of
Union Congregational Church
16 Church Ln Hebron 03241",11:00 AM - 7:00 PM
HENNIKER,"KIMBERLY I
JOHNSON","18 DEPOT HILL ROAD
HENNIKER 03242",428-3240,428-4366,hennikertc@tds.net,www.henniker.org,"Henniker Community School
51 Western Ave Henniker
03242",8:00 AM - 7:00 PM
HILL,"DESIREE L
MAHURIN",PO BOX 251 HILL 03243,934-3951,934-2011,hilltwnclk@comcast.net,www.townofhillnh.org,"Hill Public Library
30 Crescent St Hill 03243",11:00 AM - 7:00 PM
HILLSBOROUGH,"DEBORAH J
MCDONALD","PO BOX 1699
HILLSBOROUGH 03244",464-3877,464-4270,debbie@hillsboroughnh.net,www.town.hillsborough.nh.us,"Hillsboro-Deering Middle
School Auditorium
6 Hillcat Dr Hillsborough 03244",7:00 AM - 7:00 PM
