Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
SANDWICH,SHARON TEEL,"PO BOX 194 SANDWICH
03227",284-7113,284-6819,tctcsandwich@cyberpine.net,sandwichnh.org,"Sandwich Town Hall
8 Maple St Sandwich 03227",8:00 AM - 7:00 PM
"SARGENT'S
PURCHASE",CAROL T PORTER,"20 PARK STREET
GORHAM 03581",466-2744,466-2744,cporter@gorhamnh.org,none available,"Gorham Town Hall
20 Park St Sargent's Purchase
03581",8:00 AM - 7:00 PM
SEABROOK,BONNIE L FOWLER,"251 RTE 286 SEABROOK
03874",474-3152,474-8007,townclerk@seabrooknh.org,www.seabrooknh.info,"Seabrook Community Center
311 Lafayette Rd Seabrook
03874",7:00 AM - 7:00 PM
SHARON,"JULIANA L
KAZANOVICZ","432 NH RTE 123 SHARON
03458",924-9250,924-3103,sharonnhdeputy@gmail.com,www.sharonnh.org,"Sharon Meeting House
432 Rt 123 Sharon 03458",11:00 AM - 7:00 PM
SHELBURNE,DEBBIE E HAYES,"74 VILLAGE ROAD
SHELBURNE 03581",466-2262,466-5271,shelburntctx@gmail.com,www.shelburnenh.com,"Shelburne Town Hall
74 Village Rd Shelburne
03581",11:00 AM - 7:00 PM
"SOMERSWORTH
WARD 01",TRISH HARRIS,"1 GOVERNMENT WAY
SOMERSWORTH 03878",692-9511,692-9574,tharris@somersworth.com,www.somersworth.com,"WARD 01 - City Hall
1 Government Way
Somersworth 03878",8:00 AM - 7:00 PM
"SOMERSWORTH
WARD 02",TRISH HARRIS,"1 GOVERNMENT WAY
SOMERSWORTH 03878",692-9511,692-9574,tharris@somersworth.com,www.somersworth.com,"WARD 02 - Summersworth
Historical Museum
157 Main St Somersworth
03878",8:00 AM - 7:00 PM
"SOMERSWORTH
WARD 03",TRISH HARRIS,"1 GOVERNMENT WAY
SOMERSWORTH 03878",692-9511,692-9574,tharris@somersworth.com,www.somersworth.com,"WARD 03 - Flanagan
Community Center
25 Bartlett Ave Somersworth
03878",8:00 AM - 7:00 PM
"SOMERSWORTH
WARD 04",TRISH HARRIS,"1 GOVERNMENT WAY
SOMERSWORTH 03878",692-9511,692-9574,tharris@somersworth.com,www.somersworth.com,"WARD 04 - Charpentier
Apartments
28 Franklin St Somersworth
03878",8:00 AM - 7:00 PM
"SOMERSWORTH
WARD 05",TRISH HARRIS,"1 GOVERNMENT WAY
SOMERSWORTH 03878",692-9511,692-9574,tharris@somersworth.com,www.somersworth.com,"WARD 05 - Romeo J Messier
Building
218 Main St Somersworth
03878",8:00 AM - 7:00 PM
SOUTH HAMPTON,ANDREA CONDON,"190 HILLDALE AVE SOUTH
HAMPTON 03827",394-7696,394-2134,"townclerk@townsh.comcastbiz
.net",southhamptonnh.org,"South Hamtpn Town Hall
3 Hilldale Ave South Hampton
03827",11:00 AM - 8:00 PM
SPRINGFIELD,"CYNTHIA C
ANDERSON","PO BOX 22 SPRINGFIELD
03284",763-4805,763-3336,townclerk@springfieldnh.org,www.springfieldnh.org,"Springfield Meeting House
23 Four Corners Rd
Springfield 03284",8:00 AM - 7:00 PM
STARK,SUSAN H CROTEAU,"1189 STARK HWY STARK
03582",636-2118,636-6199,starktownof@myfairpoint.net,www.townofstark.org,"Stark Volunteer Fire
Department
1276 Stark Hwy Stark 03582",9:00 AM - 7:00 PM
