Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
MONROE,MARILYN S BEDELL,"PO BOX 63 MONROE
03771",638-2644,638-2021,monroetc@roadrunner.com,monroenh.org,"Monroe Town Hall
50 Main St Monroe 03771",8:00 AM - 7:00 PM
MONT VERNON,BELINDA YEATON,"PO BOX 417 MONT
VERNON 03057",673-9126,673-0914,mvtownclerk@comcast.net,http://montvernonnh.us,"Mont Vernon Village School
1 Kittredge Rd Mont Vernon
03057",7:00 AM - 7:00 PM
"MOULTONBOROUG
H","BARBARA E
WAKEFIELD","PO BOX 15
MOULTONBOROUGH
03254",476-2347,476-2778,"townclerk@moultonboroughnh
.gov",www.moultonboroughnh.gov,"Moultonborough Public Safety
Building
1035 Whittier Hwy
Moultonborough 03254",7:00 AM - 7:00 PM
NASHUA WARD 01,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 01 - Broad Street
Elementary School
390 Broad St Nashua 03063",6:00 AM - 8:00 PM
NASHUA WARD 02,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 02 - Charlotte Avenue
Elementary School
48 Charlotte Ave Nashua
03064",6:00 AM - 8:00 PM
NASHUA WARD 03,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 03 - Amherst Street
Elementary School
71 Amherst St Nashua 03064",6:00 A.M. - 8:00 P.M.
NASHUA WARD 04,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 04 - Ledge Street
Elementary School
139 Ledge St Nashua 03060",6:00 AM - 8:00 PM
NASHUA WARD 05,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 05 - Main Dunstable
Elementary School
20 Whitford Rd Nashua 03062",6:00 AM - 8:00 PM
NASHUA WARD 06,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 06 - Fairgrounds
Middle School
27 Cleveland St Nashua
03060",6:00 AM - 8:00 PM
NASHUA WARD 07,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 07 - Dr. Norman W.
Crisp Elementary School
50 Arlington St Nashua 03060",6:00 AM - 8:00 PM
NASHUA WARD 08,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 08 - Bicentennial
Elementary School
296 East Dunstable Rd
Nashua 03062",6:00 AM - 8:00 PM
NASHUA WARD 09,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 09 - New Searles
Elementary School
39 Shady Ln Nashua 03062",6:00 AM - 8:00 PM
NELSON,JULIA LENNON,"7 NELSON COMMON RD
NELSON 03457",847-9043,847-3197,townclerk@nelsonnh.us,www.townofnelson.com,"Nelson Town Hall
7 Nelson Common Rd Nelson
03457",8:00 AM - 7:00 PM
