Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
NASHUA WARD 04,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 04 - Ledge Street
Elementary School
139 Ledge St Nashua 03060",6:00 AM - 8:00 PM
NASHUA WARD 05,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 05 - Main Dunstable
Elementary School
20 Whitford Rd Nashua 03062",6:00 AM - 8:00 PM
NASHUA WARD 06,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 06 - Fairgrounds
Middle School
27 Cleveland St Nashua
03060",6:00 AM - 8:00 PM
NASHUA WARD 07,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 07 - Dr. Norman W.
Crisp Elementary School
50 Arlington St Nashua 03060",6:00 AM - 8:00 PM
NASHUA WARD 08,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 08 - Bicentennial
Elementary School
296 East Dunstable Rd
Nashua 03062",6:00 AM - 8:00 PM
NASHUA WARD 09,"PATRICIA D
PIECUCH","229 MAIN STREET
NASHUA 03060",589-3010,589-3029,cityclerkdept@nashuanh.gov,www.nashuanh.gov,"WARD 09 - New Searles
Elementary School
39 Shady Ln Nashua 03062",6:00 AM - 8:00 PM
NELSON,JULIA LENNON,"7 NELSON COMMON RD
NELSON 03457",847-9043,847-3197,townclerk@nelsonnh.us,www.townofnelson.org,"Nelson Town Hall
7 Nelson Common Rd Nelson
03457",8:00 AM - 7:00 PM
NEW BOSTON,"KIMBERLY A
COLBERT","P O BOX 250 NEW
BOSTON 03070",741-6004,487-2975,k.colbert@newbostonnh.gov,www.newbostonnh.gov,"New Boston Central
Elementary School
15 Central School Rd New
Boston 03070",7:00 AM - 7:00 PM
NEW CASTLE,"PRISCILLA
HODGKINS","PO BOX 367 NEW
CASTLE 03854",431-6710,433-6198,phnewcastle@yahoo.com,www.newcastlenh.org,"New Castle Recreation Center
301 Wentworth Rd New Castle
03854",9:00 AM - 7:00 PM
NEW DURHAM,"STEPHANIE LISLE
MACKENZIE","PO BOX 207 NEW
DURHAM 03855",859-2091,859-6644,ndclerk@newdurhamnh.us,www.newdurhamnh.us,"New Durham School
7 Old Bay Rd New Durham
03855",8:00 AM - 7:00 PM
NEW HAMPTON,REGINA M ADAMS,"PO BOX 538 NEW
HAMPTON 03256",744-8454,744-0671,radams@new-hampton.nh.us,www.new-hampton.nh.us,"New Hampton Town House
86 Town House Rd New
Hampton 03256",8:00 AM - 7:00 PM
NEW IPSWICH,JESSICA OLSON,"661 TURNPIKE ROAD NEW
IPSWICH 03071",878-2772,878-3855,"townclerk@townofnewipswich.
org",www.townofnewipswich.org,"Mascenic Regional High
School
175 Turnpike Rd New Ipswich
03071",7:00 AM - 7:00 PM
