Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
DOVER WARD 03,"SUSAN MARIE
MISTRETTA","288 CENTRAL AVE DOVER
03820",516-6012,516-6666,s.mistretta@dover.nh.gov,www.dover.nh.gov,"WARD 03 - Langdon Place
60 Middle Rd Dover 03820",8:00 AM - 7:00 PM
DOVER WARD 04,"SUSAN MARIE
MISTRETTA","288 CENTRAL AVE DOVER
03820",516-6012,516-6666,s.mistretta@dover.nh.gov,www.dover.nh.gov,"WARD 04 - Elks Lodge
282 Durham Rd Dover 03820",8:00 AM - 7:00 PM
DOVER WARD 05,"SUSAN MARIE
MISTRETTA","288 CENTRAL AVE DOVER
03820",516-6012,516-6666,s.mistretta@dover.nh.gov,www.dover.nh.gov,"WARD 05 - Saint John's
Methodist Church
28 Cataract Ave Dover 03820",8:00 AM - 7:00 PM
DOVER WARD 06,"SUSAN MARIE
MISTRETTA","288 CENTRAL AVE DOVER
03820",516-6012,516-6666,s.mistretta@dover.nh.gov,www.dover.nh.gov,"WARD 06 - Riverside Rest
Home
276 County Farm Rd Dover
03820",8:00 AM - 7:00 PM
DUBLIN,"JEANNINE ROBIN
DUNNE",PO BOX 62 DUBLIN 03444,563-8859,563-9221,townclerk@townofdublin.org,www.townofdublin.org,"Dublin Town Hall
1120 Main St Dublin 03444",8:00 AM - 7:00 PM
DUMMER,JUDY MARCOU,"75 HILL ROAD DUMMER
03588",449-2006,449-2315,dummertownclerk@gmail.com,www.dummernh.com,"Dummer Town Hall
75 Hill Rd Dummer 03588",11:00 AM - 7:00 PM
DUNBARTON,LINDA L LANDRY,"1011 SCHOOL STREET
DUNBARTON 03046",774-3547,774-5541,townclerk@dunbartonnh.org,dunbartonnh.org,"Dunbarton Community Center
20 Robert Rogers Rd
Dunbarton 03046",7:00 AM - 7:00 PM
DURHAM,LORRIE PITT,"8 NEWMARKET ROAD
DURHAM 03824",868-5577,,lpitt@ci.durham.nh.us,http://www.ci.durham.nh.us,"Oyster River High School
55 Coe Dr Durham 03824",7:00 AM - 7:00 PM
EAST KINGSTON,"BARBARA ANN
CLARK","PO BOX 249 E KINGSTON
03827",642-8794,642-5096,bclark@eastkingstonnh.gov,www.eknh.org,"East Kingston Elementary
School (Multi-Purpose Room)
5 Andrews Ln East Kingston
03827",8:00 AM - 7:00 PM
EASTON,TONI WOODRUFF,"1060 EASTON VALLEY
ROAD EASTON 03580",823-8017,823-7780,"eastonnhtownclerk@gmail.co
m",townofeastonnh.org,"Easton Town Hall
1060 Easton Valley Rd Easton
03580",11:00 AM - 7:00 PM
EATON,"SUZANNE ANNETTE
RAICHE","PO BOX 118 EATON
CENTER 03832",447-2840,447-2560,eatonnhtc@gmail.com,eatonnh.org,"Evans Memorial Bldg - Eaton
Town Hall
83 Brownfield Rd Eaton 03849",11:00 AM - 7:00 PM
EFFINGHAM,DEANNA AMARAL,"68 SCHOOL STREET
EFFINGHAM 03882",539-7551,539-7637,"townclerk.taxcollector@effingh
amnh.net",effinghamnh.net,"Effingham Elementary School
6 Partridge Cove Rd
Effingham 03882",8:00 AM - 7:00 PM
ELLSWORTH,"DONNA MARIE
O'BRIEN","3 ELLSWORTH POND RD
ELLSWORTH 03223",726-3551,,dobellsworth@gmail.com,,"Ellsworth Town Hall
3 Ellsworth Pond Rd Ellsworth
03223",11:00 AM - 7:00 PM
ENFIELD,SANDY L ROMANO,"PO BOX 373 ENFIELD
03748",632-5001,632-5182,townclerk@enfield.nh.us,www.enfield.nh.us,"Whitney Hall
23 Main St Enfield 03748",8:00 AM - 7:00 PM
EPPING,"ERIKA LEIGH
PETHIC-ROBINSON","157 MAIN ST EPPING
03042",679-8288,679-3002,"clerkandtax@townofepping.co
m",www.townofepping.com,"Epping High School
21 Academy St Epping 03042",8:00 AM - 7:00 PM
