Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
"MANCHESTER
WARD 07","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 07 - St. Anthony
Community Center
148 Belmont St Manchester
03103",6:00 AM - 7:00 PM
"MANCHESTER
WARD 08","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 08 - Memorial High
School
1 Crusader Way Manchester
03103",6:00 AM - 7:00 PM
"MANCHESTER
WARD 09","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 09 - Bishop Leo E.
O'neil Youth Center
30 S Elm St Manchester
03103",6:00 AM - 7:00 PM
"MANCHESTER
WARD 10","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 10 - Parker Varney
School
223 James A Pollock Dr
Manchester 03102",6:00 AM - 7:00 PM
"MANCHESTER
WARD 11","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 11 - Gossler School
145 Parkside St Manchester
03102",6:00 AM - 7:00 PM
"MANCHESTER
WARD 12","MATTHEW
NORMAND","1 CITY HALL PLAZA
MANCHESTER 03101",624-6455,624-6481,cityclerk@manchesternh.gov,www.manchesternh.gov,"WARD 12 - Northwest
Elementary School
300 Youville St Manchester
03102",6:00 AM - 7:00 PM
MARLBOROUGH,ELLEN J ORKINS,"PO BOX 487
MARLBOROUGH 03455",876-4529,876-4703,townclerk@marlboroughnh.org,www.marlboroughnh.org,"Marlborough School
41 Fitch Ct Marlborough 03455",8:00 AM - 7:00 PM
MARLOW,MARY AVERY,"167 NH RT 123 MARLOW
03456",446-2245,446-8306,marlowclerk@marlownh.gov,www.marlownh.gov,"John D. Perkins, Sr. Academy
Of Marlow
919 Nh Rt 10 Marlow 03456",8:00 AM - 7:00 PM
"MARTIN'S
LOCATION",CAROL T PORTER,20 PARK ST GORHAM,466-2744,,cporter@gorhamnh.org,,"Gorham Town Hall
20 Park St Gorham - For
Pollilng Location Only Martin's
Location 03581",8:00 AM - 7:00 PM
MASON,"DEBRA A
MORRISON","16 DARLING HILL RD
MASON 03048",878-3768,878-4892,masontownclerk@gmail.com,www.masonnh.us,"Mason Town Hall
7 Meetinghouse Hill Rd Mason
03048",11:00 AM - 7:00 PM
MEREDITH,KERRI ANN PARKER,"41 MAIN STREET
MEREDITH 03253",677-4203,279-1042,kparker@meredithnh.org,www.meredithnh.org,"Meredith Community Center
1 Circle Dr Meredith 03253",7:00 AM - 7:00 PM
"MERRIMACK WARD
01",DIANE TRIPPETT,"6 BABOOSIC LAKE ROAD
MERRIMACK 03054",424-3651,423-8539,dtrippett@merrimacknh.gov,www.merrimacknh.gov,"WARD 01 - James Mastricola
Upper Elementary School
26 Baboosic Lake Rd
Merrimack 03054",7:00 AM - 7:00 PM
