Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
"SOMERSWORTH
WARD 02",TRISH HARRIS,"1 GOVERNMENT WAY
SOMERSWORTH 03878",692-9511,692-9574,tharris@somersworth.com,www.somersworth.com,"WARD 02 - Summersworth
Historical Museum
157 Main St Somersworth
03878",8:00 AM - 7:00 PM
"SOMERSWORTH
WARD 03",TRISH HARRIS,"1 GOVERNMENT WAY
SOMERSWORTH 03878",692-9511,692-9574,tharris@somersworth.com,www.somersworth.com,"WARD 03 - Flanagan
Community Center
25 Bartlett Ave Somersworth
03878",8:00 AM - 7:00 PM
"SOMERSWORTH
WARD 04",TRISH HARRIS,"1 GOVERNMENT WAY
SOMERSWORTH 03878",692-9511,692-9574,tharris@somersworth.com,www.somersworth.com,"WARD 04 - Charpentier
Apartments
28 Franklin St Somersworth
03878",8:00 AM - 7:00 PM
"SOMERSWORTH
WARD 05",TRISH HARRIS,"1 GOVERNMENT WAY
SOMERSWORTH 03878",692-9511,692-9574,tharris@somersworth.com,www.somersworth.com,"WARD 05 - Romeo J Messier
Building
218 Main St Somersworth
03878",8:00 AM - 7:00 PM
SOUTH HAMPTON,ANDREA CONDON,"190 HILLDALE AVE SOUTH
HAMPTON 03827",394-7696,394-2134,"townclerk@townsh.comcastbiz
.net",southhamptonnh.org,"South Hamtpn Town Hall
3 Hilldale Ave South Hampton
03827",11:00 AM - 8:00 PM
SPRINGFIELD,PIXIE B HILL,"PO BOX 22 SPRINGFIELD
03284",763-4805,763-3336,townclerk@springfieldnh.org,www.springfieldnh.org,"Springfield Meeting House
23 Four Corners Rd
Springfield 03284",8:00 AM - 7:00 PM
STARK,SUSAN H CROTEAU,"1189 STARK HWY STARK
03582",636-2118,636-6199,starktownof@myfairpoint.net,www.townofstark.org,"Stark Volunteer Fire
Department
1276 Stark Hwy Stark 03582",9:00 AM - 7:00 PM
STEWARTSTOWN,RITA M HIBBARD,"888 WASHINGTON ST W
STEWARTSTOWN 03597",246-3329,246-3329,"townofstewartstown@hotmail.c
om",none available,"Stewartstown Community
School
60 School St Stewartstown
03597",11:00 AM - 7:00 PM
STODDARD,LINDA E CLARK,"PO BOX 373 STODDARD
03464",446-3326,446-2278,townclerkstoddard@live.com,www.stoddardnh.org,"Stoddard Town Hall
1450 Route 123 North
Stoddard 03464",8:00 AM - 7:00 PM
STRAFFORD,CHRISTINE BANE,"P O BOX 169 STRAFFORD
03884",664-2192,664-7276,townclerk@strafford.nh.gov,www.strafford.nh.gov,"Strafford Town Hall
12 Mountain View Dr Strafford
03884",8:00 AM - 7:00 PM
STRATFORD,"DANIEL JOSIAH
BARNES","PO BOX 366 STRATFORD
03590",922-5546,922-3317,stratfordnh.tctc@gmail.com,www.stratfordnh.org,"Fuller Town Hall
1956 Us Route 3 Stratford
03590",10:00 AM - 7:00 PM
STRATHAM,"JOYCE L
CHARBONNEAU","10 BUNKER HILL AVE
STRATHAM 03885",772-4741,775-0517,"jcharbonneau@strathamnh.go
v",www.strathamnh.gov,"Stratham Municipal Center
10 Bunker Hill Ave Stratham
03885",8:00 AM - 8:00 PM
