Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
CONCORD WARD 03,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 03 - Beaver Meadow
Golf Course
1 Beaver Meadow St Concord
03301",7:00 AM - 7:00 PM
CONCORD WARD 04,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 04 - Boys & Girls Club
Of Greater Concord
55 Bradley - Polling Place Only
St Concord 03301",7:00 AM - 7:00 PM
CONCORD WARD 05,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 05 - Green Street
Community Center
39 Green St Concord 03301",7:00 AM - 7:00 PM
CONCORD WARD 06,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 06 - St John's Church
72 South Main St Concord
03301",7:00 AM - 7:00 PM
CONCORD WARD 07,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 07 - West Street Ward
House
41 West St Concord 03301",7:00 AM - 7:00 PM
CONCORD WARD 08,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 08 - Bektash Temple
189 Pembroke Rd Concord
03301",7:00 AM - 7:00 PM
CONCORD WARD 09,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 09 - Havenwood
33 Christian Ave Concord
03301",7:00 AM - 7:00 PM
CONCORD WARD 10,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 10 - Broken Ground
School
123 Portsmouth St Concord
03301",7:00 AM - 7:00 PM
CONWAY,"LOUISE MARIE
INKELL","1634 EAST MAIN STREET
CENTER CONWAY 03813",447-3811,447-1348,linkell@conwaynh.org,www.conwaynh.org,"Conway Community Building
1808 East Main St Conway
03813",8:00 AM - 7:00 PM
CORNISH,PAULA HARTHAN,"PO BOX 183 CORNISH
FLAT 03746",675-5207,675-5605,"cornishtownclerk@comcast.ne
t",www.cornishnh.net,"Cornish Elementary School
994 Town House Rd Cornish
03745",8:00 AM - 7:00 PM
"CRAWFORD'S
PURCHASE",CAROL T PORTER,"20 PARK ST GORHAM
03581",466-2744,,cporter@gorhamnh.org,,"Gorham Town Hall
20 Park St Gorham - For
Polling Location Only
Crawford's Purchase 03581",8:00 AM - 7:00 PM
CROYDON,CHARLEEN LITTLE,"879 NH RTE 10 CROYDON
03773",863-7830,863-2601,croydon@myfairpoint.net,none available,"Croydon Town Hall
879 Nh Route 10 Croydon
03773",8:00 AM - 7:00 PM
