Town/City,Clerk,Address,"Phone (area
code 603)",Fax,E-Mail,Town Website Address,Polling Place,Polling Hours
CHARLESTOWN,"PATRICIA E
CHAFFEE","P O BOX 834
CHARLESTOWN 03603",826-5821,826-5181,patricia@charlestown-nh.gov,www.charlestown-nh.gov,"Charlestown Senior Center
233 Old Springfield Rd
Charlestown 03603",8:00 AM - 7:00 PM
CHATHAM,PATRICIA PITMAN,"1071 MAIN ROAD
CHATHAM 03813",694-2117,,townclerk@chathamnh.org,n/a,"Chatham Town Hall
1071 Main Rd Chatham 03813",11:00 AM - 7:00 PM
CHESTER,ERIN M NEWNAN,"84 CHESTER STREET
CHESTER 03036",887-3636,887-4334,enewnan@chesternh.org,www.chesternh.org,"Chester Municipal Office
84 Chester St Chester 03036",7:00 AM - 7:00 PM
CHESTERFIELD,BARBARA GIRS,"PO BOX 64
CHESTERFIELD 03443",363-8071,363-8047,"chesterfieldtownclerk@yahoo.
com",www.nhchesterfield.com,"Chesterfield Town Hall
518 Route 63 Chesterfield
03443",8:00 AM - 7:00 PM
CHICHESTER,EVELYN PIKE,"54 MAIN CHICHESTER
03258",798-5808,798-3170,townclerk@chichesternh.org,www.chichesternh.org,"Chichester Town Hall
54 Main St Chichester 03258",7:00 AM - 7:00 PM
"CLAREMONT WARD
01","GWENDOLYN R
MELCHER","58 OPERA HOUSE SQ
CLAREMONT 03743",542-7003,542-7038,cityclerk@claremontnh.com,www.claremontnh.com,"WARD 01 - Claremont Middle
School
107 South St Claremont 03743",8:00 AM - 7:00 PM
"CLAREMONT WARD
02","GWENDOLYN R
MELCHER","58 OPERA HOUSE SQ
CLAREMONT 03743",542-7003,542-7038,cityclerk@claremontnh.com,www.claremontnh.com,"WARD 02 - Claremont Middle
School
107 South St Claremont 03743",8:00 AM - 7:00 PM
"CLAREMONT WARD
03","GWENDOLYN R
MELCHER","58 OPERA HOUSE SQ
CLAREMONT 03743",542-7003,542-7038,cityclerk@claremontnh.com,www.claremontnh.com,"WARD 03 - Disnard
Elementary School
160 Hanover St Claremont
03743",8:00 AM - 7:00 PM
CLARKSVILLE,HELENE L DIONNE,"408 NH ROUTE 145
CLARKSVILLE 03592",246-7751,246-3480,twnclark@yahoo.com,none,"Clarksville Town Hall
408 Nh Rt 145 Clarksville
03592",11:00 AM - 7:00 PM
COLEBROOK,"TRACEY A
MCKINNON","17 BRIDGE STREET
COLEBROOK 03576",237-5200,237-5069,townclerk@colebrooknh.org,colebrooknh.org,"Colebrook Elementary School
Gym
27 Dumont St Colebrook
03576",8:00 AM - 7:00 PM
COLUMBIA,"MARCIA LYNN
PARKHURST","PO BOX 157 COLEBROOK
03576",237-5255,237-8270,towncolumbia@myfairpoint.net,www.columbianh.org,"Columbia Town Hall
1919 Us Route 3 Columbia
03576",11:00 AM - 7:00 PM
CONCORD WARD 01,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 01 - Immaculate
Conception Church
9 Bonney St Concord 03303",7:00 AM - 7:00 PM
CONCORD WARD 02,"JANICE L
BONENFANT","41 GREEN ST CONCORD
03301",225-8500,225-8592,cityclerk@concordnh.gov,www.concordnh.gov,"WARD 02 - West
Congregational Church
499 North State St Concord
03301",7:00 AM - 7:00 PM
